pt,charge,rp,phi,eta,calo_energy,Particle_Type,pos,pos_1,dir_1,pos_2,dir_2,detid,front_1,front_2,front_3,front_4,back_1,back_2,back_3,back_4,Error,et,theta,px,py,pz,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,energy,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,dir,Name,Index,WasRun,Accept,Objects,path,slot,moduleLabel,moduleType,VID,KEY,id,mass
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFJet320_v8,9.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Jet370_NoJetID_v15,10.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFJet400_v8,11.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MonoCentralPFJet80_PFMETnoMu105_NHEF0p95_v3,12.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_SingleForJet25_v4,13.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_SingleForJet15_v4,14.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJetAve40_v8,15.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJetAve80_v9,16.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJetAve140_v9,17.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJetAve200_v9,18.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJetAve260_v9,19.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJetAve320_v9,20.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJetAve400_v9,21.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_FatDiPFJetMass750_DR1p1_Deta1p5_v9,22.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleJet20_ForwardBackward_v4,23.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiJet80_DiJet60_DiJet20_v5,24.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJet40_PFMETnoMu65_MJJ800VBF_AllJets_v8,25.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJet40_PFMETnoMu65_MJJ600VBF_LeadingJets_v8,26.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiJet40Eta2p6_BTagIP3DFastPV_v7,27.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiJet80Eta2p6_BTagIP3DFastPVLoose_v7,28.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Jet60Eta1p7_Jet53Eta1p7_DiBTagIP3DFastPV_v7,29.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v7,30.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Jet160Eta2p4_Jet120Eta2p4_DiBTagIP3DFastPVLoose_v7,31.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadJet50_v5,32.0,1.0,0.0,-84/133 -86/135 85/19 85/20 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadJet50_Jet20_v4,33.0,1.0,0.0,-84/133 -86/135 85/19 85/20 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadJet60_DiJet20_v5,34.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadJet70_v6,35.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadJet80_v6,36.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadJet90_v6,37.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadJet75_55_35_20_BTagIP_VBF_v6,38.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadJet75_55_38_20_BTagIP_VBF_v6,39.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadPFJet78_61_44_31_BTagCSV_VBF_v4,40.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_QuadPFJet82_65_48_35_BTagCSV_VBF_v4,41.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_SixJet35_v6,42.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_SixJet45_v6,43.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_SixJet50_v6,44.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_EightJet30_eta3p0_v5,45.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_EightJet35_eta3p0_v5,46.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_ExclDiJet35_HFOR_v4,47.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_ExclDiJet35_HFAND_v4,48.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_ExclDiJet80_HFAND_v4,49.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_JetE30_NoBPTX_v14,50.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_JetE30_NoBPTX3BX_NoHalo_v16,51.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_JetE50_NoBPTX3BX_NoHalo_v13,52.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_JetE70_NoBPTX3BX_NoHalo_v5,53.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT200_AlphaT0p57_v8,54.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT200_v6,55.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT250_AlphaT0p55_v8,56.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT250_AlphaT0p57_v8,57.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT250_v7,58.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT300_AlphaT0p53_v8,59.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT300_AlphaT0p54_v14,60.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT300_v7,61.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT300_DoubleDisplacedPFJet60_v9,62.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT300_DoubleDisplacedPFJet60_ChgFraction10_v9,63.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT300_SingleDisplacedPFJet60_v9,64.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT300_SingleDisplacedPFJet60_ChgFraction10_v9,65.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT350_v7,66.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT350_AlphaT0p52_v8,67.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT350_AlphaT0p53_v19,68.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT400_v7,69.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT400_AlphaT0p51_v19,70.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT400_AlphaT0p52_v14,71.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT450_AlphaT0p51_v14,72.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT450_v7,73.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT500_v7,74.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT550_v7,75.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT650_v7,76.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT650_Track50_dEdx3p6_v10,77.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT650_Track60_dEdx3p7_v10,78.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HT750_v7,79.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFNoPUHT350_v3,80.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFNoPUHT650_v3,81.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFNoPUHT650_DiCentralPFNoPUJet80_CenPFNoPUJet40_v3,82.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFNoPUHT700_v3,83.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFNoPUHT750_v3,84.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFMET150_v6,85.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFMET180_v6,86.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiCentralJetSumpT100_dPhi05_DiCentralPFJet60_25_PFMET100_HBHENoiseCleaned_v4,87.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiCentralPFJet30_PFMET80_v5,88.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiCentralPFNoPUJet50_PFMETORPFMETNoMu80_v3,89.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiCentralPFJet30_PFMET80_BTagCSV07_v4,90.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJet80_DiPFJet30_BTagCSVd07d05d03_v4,91.0,1.0,0.0,-84/133 -86/135 85/19 85/20 85/21 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJet80_DiPFJet30_BTagCSVd07d05d05_v4,92.0,1.0,0.0,-84/133 -86/135 85/19 85/20 85/21 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiPFJet80_DiPFJet30_BTagCSVd07d05_v4,93.0,1.0,0.0,-84/133 -86/135 85/19 85/20 85/21 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET80_v5,94.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET80_Track50_dEdx3p6_v6,95.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET80_Track60_dEdx3p7_v6,96.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET120_v12,97.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET120_HBHENoiseCleaned_v5,98.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET200_v12,99.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET200_HBHENoiseCleaned_v5,100.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET300_v4,101.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET300_HBHENoiseCleaned_v5,102.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET400_v7,103.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_MET400_HBHENoiseCleaned_v5,104.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L1SingleMuOpen_v7,105.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L1SingleMu12_v2,106.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L2Mu70_2Cha_eta2p1_PFMET55_v1,107.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L2Mu70_2Cha_eta2p1_PFMET60_v1,108.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L2Mu20_eta2p1_NoVertex_v2,109.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L2Mu10_NoVertex_NoBPTX3BX_NoHalo_v4,110.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L2Mu20_NoVertex_2Cha_NoBPTX3BX_NoHalo_v1,111.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L2Mu30_NoVertex_2Cha_NoBPTX3BX_NoHalo_v1,112.0,1.0,0.0,,,,,,,,,
